"AGE_1","INCOME_1","TIMELAG_1","NUM_GIFTS_1","NUM_PROM_1","AMOUNT_GIFTS_1","AMOUNT_LASTGIFT_1","GIFT_RECENCY_1","PROM_RECENCY_1","ACTION_1","REWARD_1","AGE_2","INCOME_2","TIMELAG_2","NUM_GIFTS_2","NUM_PROM_2","AMOUNT_GIFTS_2","AMOUNT_LASTGIFT_2","GIFT_RECENCY_2","PROM_RECENCY_2","ACTION_2","REWARD_2","AGE_3","INCOME_3","TIMELAG_3","NUM_GIFTS_3","NUM_PROM_3","AMOUNT_GIFTS_3","AMOUNT_LASTGIFT_3","GIFT_RECENCY_3","PROM_RECENCY_3","ACTION_3","REWARD_3","AGE_4","INCOME_4","TIMELAG_4","NUM_GIFTS_4","NUM_PROM_4","AMOUNT_GIFTS_4","AMOUNT_LASTGIFT_4","GIFT_RECENCY_4","PROM_RECENCY_4","ACTION_4","REWARD_4","AGE_5","INCOME_5","TIMELAG_5","NUM_GIFTS_5","NUM_PROM_5","AMOUNT_GIFTS_5","AMOUNT_LASTGIFT_5","GIFT_RECENCY_5","PROM_RECENCY_5","ACTION_5","REWARD_5","AGE_6","INCOME_6","TIMELAG_6","NUM_GIFTS_6","NUM_PROM_6","AMOUNT_GIFTS_6","AMOUNT_LASTGIFT_6","GIFT_RECENCY_6","PROM_RECENCY_6","ACTION_6","REWARD_6","AGE_7","INCOME_7","TIMELAG_7","NUM_GIFTS_7","NUM_PROM_7","AMOUNT_GIFTS_7","AMOUNT_LASTGIFT_7","GIFT_RECENCY_7","PROM_RECENCY_7","ACTION_7","REWARD_7","AGE_8","INCOME_8","TIMELAG_8","NUM_GIFTS_8","NUM_PROM_8","AMOUNT_GIFTS_8","AMOUNT_LASTGIFT_8","GIFT_RECENCY_8","PROM_RECENCY_8","ACTION_8","REWARD_8","AGE_9","INCOME_9","TIMELAG_9","NUM_GIFTS_9","NUM_PROM_9","AMOUNT_GIFTS_9","AMOUNT_LASTGIFT_9","GIFT_RECENCY_9","PROM_RECENCY_9","ACTION_9","REWARD_9","AGE_10","INCOME_10","TIMELAG_10","NUM_GIFTS_10","NUM_PROM_10","AMOUNT_GIFTS_10","AMOUNT_LASTGIFT_10","GIFT_RECENCY_10","PROM_RECENCY_10","ACTION_10","REWARD_10","AGE_11","INCOME_11","TIMELAG_11","NUM_GIFTS_11","NUM_PROM_11","AMOUNT_GIFTS_11","AMOUNT_LASTGIFT_11","GIFT_RECENCY_11","PROM_RECENCY_11","ACTION_11","REWARD_11","AGE_12","INCOME_12","TIMELAG_12","NUM_GIFTS_12","NUM_PROM_12","AMOUNT_GIFTS_12","AMOUNT_LASTGIFT_12","GIFT_RECENCY_12","PROM_RECENCY_12","ACTION_12","REWARD_12","AGE_13","INCOME_13","TIMELAG_13","NUM_GIFTS_13","NUM_PROM_13","AMOUNT_GIFTS_13","AMOUNT_LASTGIFT_13","GIFT_RECENCY_13","PROM_RECENCY_13","ACTION_13","REWARD_13","AGE_14","INCOME_14","TIMELAG_14","NUM_GIFTS_14","NUM_PROM_14","AMOUNT_GIFTS_14","AMOUNT_LASTGIFT_14","GIFT_RECENCY_14","PROM_RECENCY_14","ACTION_14","REWARD_14","AGE_15","INCOME_15","TIMELAG_15","NUM_GIFTS_15","NUM_PROM_15","AMOUNT_GIFTS_15","AMOUNT_LASTGIFT_15","GIFT_RECENCY_15","PROM_RECENCY_15","ACTION_15","REWARD_15","AGE_16","INCOME_16","TIMELAG_16","NUM_GIFTS_16","NUM_PROM_16","AMOUNT_GIFTS_16","AMOUNT_LASTGIFT_16","GIFT_RECENCY_16","PROM_RECENCY_16","ACTION_16","REWARD_16","AGE_17","INCOME_17","TIMELAG_17","NUM_GIFTS_17","NUM_PROM_17","AMOUNT_GIFTS_17","AMOUNT_LASTGIFT_17","GIFT_RECENCY_17","PROM_RECENCY_17","ACTION_17","REWARD_17","AGE_18","INCOME_18","TIMELAG_18","NUM_GIFTS_18","NUM_PROM_18","AMOUNT_GIFTS_18","AMOUNT_LASTGIFT_18","GIFT_RECENCY_18","PROM_RECENCY_18","ACTION_18","REWARD_18","AGE_19","INCOME_19","TIMELAG_19","NUM_GIFTS_19","NUM_PROM_19","AMOUNT_GIFTS_19","AMOUNT_LASTGIFT_19","GIFT_RECENCY_19","PROM_RECENCY_19","ACTION_19","REWARD_19","AGE_20","INCOME_20","TIMELAG_20","NUM_GIFTS_20","NUM_PROM_20","AMOUNT_GIFTS_20","AMOUNT_LASTGIFT_20","GIFT_RECENCY_20","PROM_RECENCY_20","ACTION_20","REWARD_20","AGE_21","INCOME_21","TIMELAG_21","NUM_GIFTS_21","NUM_PROM_21","AMOUNT_GIFTS_21","AMOUNT_LASTGIFT_21","GIFT_RECENCY_21","PROM_RECENCY_21","ACTION_21","REWARD_21","AGE_22","INCOME_22","TIMELAG_22","NUM_GIFTS_22","NUM_PROM_22","AMOUNT_GIFTS_22","AMOUNT_LASTGIFT_22","GIFT_RECENCY_22","PROM_RECENCY_22","ACTION_22","REWARD_22","AGE_23","INCOME_23","TIMELAG_23","NUM_GIFTS_23","NUM_PROM_23","AMOUNT_GIFTS_23","AMOUNT_LASTGIFT_23","GIFT_RECENCY_23","PROM_RECENCY_23","ACTION_23","REWARD_23","AGE_24","INCOME_24","TIMELAG_24","NUM_GIFTS_24","NUM_PROM_24","AMOUNT_GIFTS_24","AMOUNT_LASTGIFT_24","GIFT_RECENCY_24","PROM_RECENCY_24","ACTION_24","REWARD_24","AGE_25","INCOME_25","TIMELAG_25","NUM_GIFTS_25","NUM_PROM_25","AMOUNT_GIFTS_25","AMOUNT_LASTGIFT_25","GIFT_RECENCY_25","PROM_RECENCY_25"
33,4,8,18,49,93.0,5.0,1,0,true,-0.68,33,4,8,18,50,93.0,5.0,2,0,false,0.0,33,4,8,18,50,93.0,5.0,3,1,true,-0.68,33,4,8,18,51,93.0,5.0,4,0,true,-0.68,33,4,8,18,52,93.0,5.0,5,0,true,-0.68,33,4,8,18,53,93.0,5.0,6,0,true,-0.68,33,4,8,18,54,93.0,5.0,7,0,true,-0.68,33,4,8,18,55,93.0,5.0,8,0,true,9.32,33,4,8,19,56,103.0,10.0,0,0,false,0.0,33,4,8,19,56,103.0,10.0,1,1,true,-0.68,33,4,8,19,57,103.0,10.0,2,0,true,4.32,33,4,8,20,58,108.0,5.0,0,0,true,-0.68,34,4,8,20,59,108.0,5.0,1,0,true,-0.68,34,4,8,20,60,108.0,5.0,2,0,false,0.0,34,4,8,20,60,108.0,5.0,3,1,false,0.0,34,4,8,20,60,108.0,5.0,4,2,false,0.0,34,4,8,20,60,108.0,5.0,5,3,true,-0.68,34,4,8,20,61,108.0,5.0,6,0,true,4.32,34,4,8,21,62,113.0,5.0,0,0,false,0.0,34,4,8,21,62,113.0,5.0,1,1,true,-0.68,34,4,8,21,63,113.0,5.0,2,0,false,0.0,34,4,8,21,63,113.0,5.0,3,1,true,19.32,34,4,8,22,64,133.0,20.0,0,0,true,-0.68,34,4,8,22,65,133.0,20.0,1,0,true,-0.68,35,4,8,22,66,133.0,20.0,2,0
76,NA,3,9,40,62.0,10.0,5,0,false,0.0,76,NA,3,9,40,62.0,10.0,6,1,false,0.0,76,NA,3,9,40,62.0,10.0,7,2,false,0.0,76,NA,3,9,40,62.0,10.0,8,3,false,0.0,76,NA,3,9,40,62.0,10.0,9,4,true,8.32,76,NA,3,10,41,71.0,9.0,0,0,true,-0.68,76,NA,3,10,42,71.0,9.0,1,0,false,0.0,76,NA,3,10,42,71.0,9.0,2,1,false,0.0,76,NA,3,10,42,71.0,9.0,3,2,true,-0.68,76,NA,3,10,43,71.0,9.0,4,0,false,0.0,76,NA,3,10,43,71.0,9.0,5,1,true,-0.68,76,NA,3,10,44,71.0,9.0,6,0,false,0.0,77,NA,3,10,44,71.0,9.0,7,1,true,-0.68,77,NA,3,10,45,71.0,9.0,8,0,true,9.32,77,NA,3,11,46,81.0,10.0,0,0,true,-0.68,77,NA,3,11,47,81.0,10.0,1,0,false,0.0,77,NA,3,11,47,81.0,10.0,2,1,false,0.0,77,NA,3,11,47,81.0,10.0,3,2,true,-0.68,77,NA,3,11,48,81.0,10.0,4,0,true,-0.68,77,NA,3,11,49,81.0,10.0,5,0,false,0.0,77,NA,3,11,49,81.0,10.0,6,1,false,0.0,77,NA,3,11,49,81.0,10.0,7,2,true,-0.68,77,NA,3,11,50,81.0,10.0,8,0,false,0.0,77,NA,3,11,50,81.0,10.0,9,1,true,-0.68,78,NA,3,11,51,81.0,10.0,10,0
31,3,9,6,32,40.0,10.0,0,1,true,16.32,31,3,9,7,33,57.0,17.0,0,0,true,-0.68,31,3,9,7,34,57.0,17.0,1,0,true,-0.68,31,3,9,7,35,57.0,17.0,2,0,false,0.0,31,3,9,7,35,57.0,17.0,3,1,true,-0.68,31,3,9,7,36,57.0,17.0,4,0,false,0.0,31,3,9,7,36,57.0,17.0,5,1,true,-0.68,31,3,9,7,37,57.0,17.0,6,0,true,-0.68,31,3,9,7,38,57.0,17.0,7,0,true,14.32,31,3,9,8,39,72.0,15.0,0,0,true,29.32,31,3,9,9,40,102.0,30.0,0,0,true,-0.68,31,3,9,9,41,102.0,30.0,1,0,false,0.0,32,3,9,9,41,102.0,30.0,2,1,true,14.32,32,3,9,10,42,117.0,15.0,0,0,false,0.0,32,3,9,10,42,117.0,15.0,1,1,false,0.0,32,3,9,10,42,117.0,15.0,2,2,true,19.32,32,3,9,11,43,137.0,20.0,0,0,true,-0.68,32,3,9,11,44,137.0,20.0,1,0,true,17.32,32,3,9,12,45,155.0,18.0,0,0,true,9.32,32,3,9,13,46,165.0,10.0,0,0,true,-0.68,32,3,9,13,47,165.0,10.0,1,0,true,17.32,32,3,9,14,48,183.0,18.0,0,0,true,-0.68,32,3,9,14,49,183.0,18.0,1,0,true,-0.68,32,3,9,14,50,183.0,18.0,2,0,true,-0.68,33,3,9,14,51,183.0,18.0,3,0
82,1,4,5,22,50.0,NA,NA,NA,true,-0.68,82,1,4,5,23,50.0,NA,NA,0,true,-0.68,82,1,4,5,24,50.0,NA,NA,0,true,-0.68,82,1,4,5,25,50.0,NA,NA,0,false,0.0,82,1,4,5,25,50.0,NA,NA,1,true,-0.68,82,1,4,5,26,50.0,NA,NA,0,true,-0.68,82,1,4,5,27,50.0,NA,NA,0,true,-0.68,82,1,4,5,28,50.0,NA,NA,0,false,0.0,82,1,4,5,28,50.0,NA,NA,1,true,-0.68,82,1,4,5,29,50.0,NA,NA,0,true,-0.68,82,1,4,5,30,50.0,NA,NA,0,false,0.0,82,1,4,5,30,50.0,NA,NA,1,false,0.0,83,1,4,5,30,50.0,NA,NA,2,true,-0.68,83,1,4,5,31,50.0,NA,NA,0,true,19.32,83,1,4,6,32,70.0,20.0,0,0,true,-0.68,83,1,4,6,33,70.0,20.0,1,0,true,-0.68,83,1,4,6,34,70.0,20.0,2,0,true,19.32,83,1,4,7,35,90.0,20.0,0,0,false,0.0,83,1,4,7,35,90.0,20.0,1,1,false,0.0,83,1,4,7,35,90.0,20.0,2,2,true,19.32,83,1,4,8,36,110.0,20.0,0,0,true,-0.68,83,1,4,8,37,110.0,20.0,1,0,true,-0.68,83,1,4,8,38,110.0,20.0,2,0,false,0.0,83,1,4,8,38,110.0,20.0,3,1,true,1.3199999999999998,84,1,4,9,39,112.0,2.0,0,0
NA,3,2,13,49,107.0,20.0,4,0,false,0.0,NA,3,2,13,49,107.0,20.0,5,1,false,0.0,NA,3,2,13,49,107.0,20.0,6,2,true,-0.68,NA,3,2,13,50,107.0,20.0,7,0,true,13.32,NA,3,2,14,51,121.0,14.0,0,0,true,-0.68,NA,3,2,14,52,121.0,14.0,1,0,true,9.32,NA,3,2,15,53,131.0,10.0,0,0,true,-0.68,NA,3,2,15,54,131.0,10.0,1,0,false,0.0,NA,3,2,15,54,131.0,10.0,2,1,false,0.0,NA,3,2,15,54,131.0,10.0,3,2,true,-0.68,NA,3,2,15,55,131.0,10.0,4,0,false,0.0,NA,3,2,15,55,131.0,10.0,5,1,true,7.32,NA,3,2,16,56,139.0,8.0,0,0,false,0.0,NA,3,2,16,56,139.0,8.0,1,1,false,0.0,NA,3,2,16,56,139.0,8.0,2,2,false,0.0,NA,3,2,16,56,139.0,8.0,3,3,false,0.0,NA,3,2,16,56,139.0,8.0,4,4,true,-0.68,NA,3,2,16,57,139.0,8.0,5,0,true,-0.68,NA,3,2,16,58,139.0,8.0,6,0,true,-0.68,NA,3,2,16,59,139.0,8.0,7,0,false,0.0,NA,3,2,16,59,139.0,8.0,8,1,true,9.32,NA,3,2,17,60,149.0,10.0,0,0,false,0.0,NA,3,2,17,60,149.0,10.0,1,1,false,0.0,NA,3,2,17,60,149.0,10.0,2,2,true,-0.68,NA,3,2,17,61,149.0,10.0,3,0
66,4,11,1,11,20.0,20.0,2,2,true,-0.68,66,4,11,1,12,20.0,20.0,3,0,true,-0.68,66,4,11,1,13,20.0,20.0,4,0,false,0.0,66,4,11,1,13,20.0,20.0,5,1,false,0.0,66,4,11,1,13,20.0,20.0,6,2,true,-0.68,66,4,11,1,14,20.0,20.0,7,0,false,0.0,66,4,11,1,14,20.0,20.0,8,1,false,0.0,66,4,11,1,14,20.0,20.0,9,2,true,-0.68,66,4,11,1,15,20.0,20.0,10,0,true,24.32,66,4,11,2,16,45.0,25.0,0,0,true,-0.68,66,4,11,2,17,45.0,25.0,1,0,true,9.32,66,4,11,3,18,55.0,10.0,0,0,true,-0.68,67,4,11,3,19,55.0,10.0,1,0,false,0.0,67,4,11,3,19,55.0,10.0,2,1,true,-0.68,67,4,11,3,20,55.0,10.0,3,0,false,0.0,67,4,11,3,20,55.0,10.0,4,1,false,0.0,67,4,11,3,20,55.0,10.0,5,2,true,-0.68,67,4,11,3,21,55.0,10.0,6,0,true,7.32,67,4,11,4,22,63.0,8.0,0,0,false,0.0,67,4,11,4,22,63.0,8.0,1,1,true,-0.68,67,4,11,4,23,63.0,8.0,2,0,true,-0.68,67,4,11,4,24,63.0,8.0,3,0,true,-0.68,67,4,11,4,25,63.0,8.0,4,0,false,0.0,67,4,11,4,25,63.0,8.0,5,1,true,19.32,68,4,11,5,26,83.0,20.0,0,0
48,7,12,4,32,50.0,15.0,NA,0,true,-0.68,48,7,12,4,33,50.0,15.0,NA,0,true,-0.68,48,7,12,4,34,50.0,15.0,NA,0,true,-0.68,48,7,12,4,35,50.0,15.0,NA,0,true,-0.68,48,7,12,4,36,50.0,15.0,NA,0,false,0.0,48,7,12,4,36,50.0,15.0,NA,1,true,-0.68,48,7,12,4,37,50.0,15.0,NA,0,false,0.0,48,7,12,4,37,50.0,15.0,NA,1,false,0.0,48,7,12,4,37,50.0,15.0,NA,2,true,-0.68,48,7,12,4,38,50.0,15.0,NA,0,false,0.0,48,7,12,4,38,50.0,15.0,NA,1,true,-0.68,48,7,12,4,39,50.0,15.0,NA,0,false,0.0,49,7,12,4,39,50.0,15.0,NA,1,false,0.0,49,7,12,4,39,50.0,15.0,NA,2,false,0.0,49,7,12,4,39,50.0,15.0,NA,3,false,0.0,49,7,12,4,39,50.0,15.0,NA,4,true,-0.68,49,7,12,4,40,50.0,15.0,NA,0,false,0.0,49,7,12,4,40,50.0,15.0,NA,1,true,19.32,49,7,12,5,41,70.0,20.0,0,0,false,0.0,49,7,12,5,41,70.0,20.0,1,1,true,-0.68,49,7,12,5,42,70.0,20.0,2,0,true,-0.68,49,7,12,5,43,70.0,20.0,3,0,true,-0.68,49,7,12,5,44,70.0,20.0,4,0,true,4.32,49,7,12,6,45,75.0,5.0,0,0,true,-0.68,50,7,12,6,46,75.0,5.0,1,0
39,1,NA,0,9,0.0,NA,NA,NA,true,4.32,39,1,NA,1,10,5.0,5.0,0,0,false,0.0,39,1,NA,1,10,5.0,5.0,1,1,false,0.0,39,1,NA,1,10,5.0,5.0,2,2,true,24.32,39,1,NA,2,11,30.0,25.0,0,0,false,0.0,39,1,NA,2,11,30.0,25.0,1,1,false,0.0,39,1,NA,2,11,30.0,25.0,2,2,true,-0.68,39,1,NA,2,12,30.0,25.0,3,0,true,-0.68,39,1,NA,2,13,30.0,25.0,4,0,true,-0.68,39,1,NA,2,14,30.0,25.0,5,0,false,0.0,39,1,NA,2,14,30.0,25.0,6,1,false,0.0,39,1,NA,2,14,30.0,25.0,7,2,true,-0.68,40,1,NA,2,15,30.0,25.0,8,0,true,19.32,40,1,NA,3,16,50.0,20.0,0,0,false,0.0,40,1,NA,3,16,50.0,20.0,1,1,true,-0.68,40,1,NA,3,17,50.0,20.0,2,0,false,0.0,40,1,NA,3,17,50.0,20.0,3,1,true,4.32,40,1,NA,4,18,55.0,5.0,0,0,true,-0.68,40,1,NA,4,19,55.0,5.0,1,0,false,0.0,40,1,NA,4,19,55.0,5.0,2,1,true,-0.68,40,1,NA,4,20,55.0,5.0,3,0,false,0.0,40,1,NA,4,20,55.0,5.0,4,1,true,-0.68,40,1,NA,4,21,55.0,5.0,5,0,true,-0.68,40,1,NA,4,22,55.0,5.0,6,0,true,-0.68,41,1,NA,4,23,55.0,5.0,7,0
23,1,24,1,13,20.0,NA,NA,NA,false,0.0,23,1,24,1,13,20.0,NA,NA,NA,true,-0.68,23,1,24,1,14,20.0,NA,NA,0,true,29.32,23,1,24,2,15,50.0,30.0,0,0,true,-0.68,23,1,24,2,16,50.0,30.0,1,0,true,14.32,23,1,24,3,17,65.0,15.0,0,0,true,-0.68,23,1,24,3,18,65.0,15.0,1,0,false,0.0,23,1,24,3,18,65.0,15.0,2,1,true,9.32,23,1,24,4,19,75.0,10.0,0,0,true,-0.68,23,1,24,4,20,75.0,10.0,1,0,true,-0.68,23,1,24,4,21,75.0,10.0,2,0,true,-0.68,23,1,24,4,22,75.0,10.0,3,0,true,-0.68,24,1,24,4,23,75.0,10.0,4,0,true,-0.68,24,1,24,4,24,75.0,10.0,5,0,true,-0.68,24,1,24,4,25,75.0,10.0,6,0,false,0.0,24,1,24,4,25,75.0,10.0,7,1,true,-0.68,24,1,24,4,26,75.0,10.0,8,0,false,0.0,24,1,24,4,26,75.0,10.0,9,1,false,0.0,24,1,24,4,26,75.0,10.0,10,2,true,-0.68,24,1,24,4,27,75.0,10.0,11,0,true,-0.68,24,1,24,4,28,75.0,10.0,12,0,false,0.0,24,1,24,4,28,75.0,10.0,13,1,false,0.0,24,1,24,4,28,75.0,10.0,14,2,false,0.0,24,1,24,4,28,75.0,10.0,15,3,false,0.0,25,1,24,4,28,75.0,10.0,16,4
71,6,7,17,52,110.0,NA,NA,NA,true,14.32,71,6,7,18,53,125.0,15.0,0,0,false,0.0,71,6,7,18,53,125.0,15.0,1,1,false,0.0,71,6,7,18,53,125.0,15.0,2,2,false,0.0,71,6,7,18,53,125.0,15.0,3,3,true,-0.68,71,6,7,18,54,125.0,15.0,4,0,true,-0.68,71,6,7,18,55,125.0,15.0,5,0,true,-0.68,71,6,7,18,56,125.0,15.0,6,0,true,-0.68,71,6,7,18,57,125.0,15.0,7,0,true,-0.68,71,6,7,18,58,125.0,15.0,8,0,false,0.0,71,6,7,18,58,125.0,15.0,9,1,true,-0.68,71,6,7,18,59,125.0,15.0,10,0,true,-0.68,72,6,7,18,60,125.0,15.0,11,0,false,0.0,72,6,7,18,60,125.0,15.0,12,1,false,0.0,72,6,7,18,60,125.0,15.0,13,2,false,0.0,72,6,7,18,60,125.0,15.0,14,3,true,-0.68,72,6,7,18,61,125.0,15.0,15,0,true,-0.68,72,6,7,18,62,125.0,15.0,16,0,false,0.0,72,6,7,18,62,125.0,15.0,17,1,true,19.32,72,6,7,19,63,145.0,20.0,0,0,false,0.0,72,6,7,19,63,145.0,20.0,1,1,false,0.0,72,6,7,19,63,145.0,20.0,2,2,false,0.0,72,6,7,19,63,145.0,20.0,3,3,true,-0.68,72,6,7,19,64,145.0,20.0,4,0,true,-0.68,73,6,7,19,65,145.0,20.0,5,0
37,7,NA,0,6,0.0,NA,NA,NA,true,-0.68,37,7,NA,0,7,0.0,NA,NA,0,true,-0.68,37,7,NA,0,8,0.0,NA,NA,0,true,-0.68,37,7,NA,0,9,0.0,NA,NA,0,false,0.0,37,7,NA,0,9,0.0,NA,NA,1,true,-0.68,37,7,NA,0,10,0.0,NA,NA,0,true,-0.68,37,7,NA,0,11,0.0,NA,NA,0,true,14.32,37,7,NA,1,12,15.0,15.0,0,0,true,26.32,37,7,NA,2,13,42.0,27.0,0,0,true,-0.68,37,7,NA,2,14,42.0,27.0,1,0,true,24.32,37,7,NA,3,15,67.0,25.0,0,0,true,5.32,37,7,NA,4,16,73.0,6.0,0,0,true,-0.68,38,7,NA,4,17,73.0,6.0,1,0,true,-0.68,38,7,NA,4,18,73.0,6.0,2,0,true,14.32,38,7,NA,5,19,88.0,15.0,0,0,false,0.0,38,7,NA,5,19,88.0,15.0,1,1,false,0.0,38,7,NA,5,19,88.0,15.0,2,2,true,-0.68,38,7,NA,5,20,88.0,15.0,3,0,true,9.32,38,7,NA,6,21,98.0,10.0,0,0,true,-0.68,38,7,NA,6,22,98.0,10.0,1,0,true,-0.68,38,7,NA,6,23,98.0,10.0,2,0,false,0.0,38,7,NA,6,23,98.0,10.0,3,1,true,-0.68,38,7,NA,6,24,98.0,10.0,4,0,true,-0.68,38,7,NA,6,25,98.0,10.0,5,0,true,-0.68,39,7,NA,6,26,98.0,10.0,6,0
75,5,6,2,23,10.0,NA,NA,1,true,-0.68,75,5,6,2,24,10.0,NA,NA,0,false,0.0,75,5,6,2,24,10.0,NA,NA,1,true,6.32,75,5,6,3,25,17.0,7.0,0,0,true,-0.68,75,5,6,3,26,17.0,7.0,1,0,false,0.0,75,5,6,3,26,17.0,7.0,2,1,true,-0.68,75,5,6,3,27,17.0,7.0,3,0,true,-0.68,75,5,6,3,28,17.0,7.0,4,0,true,5.32,75,5,6,4,29,23.0,6.0,0,0,true,-0.68,75,5,6,4,30,23.0,6.0,1,0,true,-0.68,75,5,6,4,31,23.0,6.0,2,0,false,0.0,75,5,6,4,31,23.0,6.0,3,1,true,11.32,76,5,6,5,32,35.0,12.0,0,0,true,-0.68,76,5,6,5,33,35.0,12.0,1,0,true,-0.68,76,5,6,5,34,35.0,12.0,2,0,true,-0.68,76,5,6,5,35,35.0,12.0,3,0,true,-0.68,76,5,6,5,36,35.0,12.0,4,0,true,-0.68,76,5,6,5,37,35.0,12.0,5,0,true,-0.68,76,5,6,5,38,35.0,12.0,6,0,true,-0.68,76,5,6,5,39,35.0,12.0,7,0,true,-0.68,76,5,6,5,40,35.0,12.0,8,0,false,0.0,76,5,6,5,40,35.0,12.0,9,1,true,-0.68,76,5,6,5,41,35.0,12.0,10,0,false,0.0,76,5,6,5,41,35.0,12.0,11,1,true,-0.68,77,5,6,5,42,35.0,12.0,12,0
82,7,8,5,36,55.0,12.0,1,0,false,0.0,82,7,8,5,36,55.0,12.0,2,1,true,5.32,82,7,8,6,37,61.0,6.0,0,0,true,-0.68,82,7,8,6,38,61.0,6.0,1,0,true,-0.68,82,7,8,6,39,61.0,6.0,2,0,false,0.0,82,7,8,6,39,61.0,6.0,3,1,false,0.0,82,7,8,6,39,61.0,6.0,4,2,false,0.0,82,7,8,6,39,61.0,6.0,5,3,true,-0.68,82,7,8,6,40,61.0,6.0,6,0,true,-0.68,82,7,8,6,41,61.0,6.0,7,0,true,24.32,82,7,8,7,42,86.0,25.0,0,0,true,-0.68,82,7,8,7,43,86.0,25.0,1,0,true,-0.68,83,7,8,7,44,86.0,25.0,2,0,true,-0.68,83,7,8,7,45,86.0,25.0,3,0,false,0.0,83,7,8,7,45,86.0,25.0,4,1,true,8.32,83,7,8,8,46,95.0,9.0,0,0,false,0.0,83,7,8,8,46,95.0,9.0,1,1,true,14.32,83,7,8,9,47,110.0,15.0,0,0,false,0.0,83,7,8,9,47,110.0,15.0,1,1,true,17.32,83,7,8,10,48,128.0,18.0,0,0,true,-0.68,83,7,8,10,49,128.0,18.0,1,0,false,0.0,83,7,8,10,49,128.0,18.0,2,1,true,-0.68,83,7,8,10,50,128.0,18.0,3,0,false,0.0,83,7,8,10,50,128.0,18.0,4,1,false,0.0,84,7,8,10,50,128.0,18.0,5,2
65,5,6,17,52,100.0,10.0,10,0,false,0.0,65,5,6,17,52,100.0,10.0,11,1,true,-0.68,65,5,6,17,53,100.0,10.0,12,0,true,-0.68,65,5,6,17,54,100.0,10.0,13,0,false,0.0,65,5,6,17,54,100.0,10.0,14,1,true,-0.68,65,5,6,17,55,100.0,10.0,15,0,false,0.0,65,5,6,17,55,100.0,10.0,16,1,true,-0.68,65,5,6,17,56,100.0,10.0,17,0,false,0.0,65,5,6,17,56,100.0,10.0,18,1,true,6.32,65,5,6,18,57,107.0,7.0,0,0,true,-0.68,65,5,6,18,58,107.0,7.0,1,0,true,-0.68,65,5,6,18,59,107.0,7.0,2,0,false,0.0,66,5,6,18,59,107.0,7.0,3,1,false,0.0,66,5,6,18,59,107.0,7.0,4,2,true,4.32,66,5,6,19,60,112.0,5.0,0,0,true,-0.68,66,5,6,19,61,112.0,5.0,1,0,false,0.0,66,5,6,19,61,112.0,5.0,2,1,false,0.0,66,5,6,19,61,112.0,5.0,3,2,true,19.32,66,5,6,20,62,132.0,20.0,0,0,false,0.0,66,5,6,20,62,132.0,20.0,1,1,true,-0.68,66,5,6,20,63,132.0,20.0,2,0,true,-0.68,66,5,6,20,64,132.0,20.0,3,0,true,-0.68,66,5,6,20,65,132.0,20.0,4,0,false,0.0,66,5,6,20,65,132.0,20.0,5,1,true,4.32,67,5,6,21,66,137.0,5.0,0,0
73,4,6,6,45,56.0,NA,NA,NA,false,0.0,73,4,6,6,45,56.0,NA,NA,NA,true,-0.68,73,4,6,6,46,56.0,NA,NA,0,false,0.0,73,4,6,6,46,56.0,NA,NA,1,true,-0.68,73,4,6,6,47,56.0,NA,NA,0,true,-0.68,73,4,6,6,48,56.0,NA,NA,0,true,-0.68,73,4,6,6,49,56.0,NA,NA,0,true,-0.68,73,4,6,6,50,56.0,NA,NA,0,true,-0.68,73,4,6,6,51,56.0,NA,NA,0,true,-0.68,73,4,6,6,52,56.0,NA,NA,0,true,-0.68,73,4,6,6,53,56.0,NA,NA,0,false,0.0,73,4,6,6,53,56.0,NA,NA,1,false,0.0,74,4,6,6,53,56.0,NA,NA,2,true,14.32,74,4,6,7,54,71.0,15.0,0,0,true,-0.68,74,4,6,7,55,71.0,15.0,1,0,false,0.0,74,4,6,7,55,71.0,15.0,2,1,true,-0.68,74,4,6,7,56,71.0,15.0,3,0,true,-0.68,74,4,6,7,57,71.0,15.0,4,0,true,-0.68,74,4,6,7,58,71.0,15.0,5,0,true,-0.68,74,4,6,7,59,71.0,15.0,6,0,false,0.0,74,4,6,7,59,71.0,15.0,7,1,false,0.0,74,4,6,7,59,71.0,15.0,8,2,false,0.0,74,4,6,7,59,71.0,15.0,9,3,true,9.32,74,4,6,8,60,81.0,10.0,0,0,true,-0.68,75,4,6,8,61,81.0,10.0,1,0
